gene_name	uniprot_id	length	Hk
mqsA	Q46864	131	1
ypjF	Q46953	109	1
ynbG	C1P600	21	0
gdhA	P00370	447	0
uidA	P05804	603	0
appA	P07102	432	0
putP	P07117	502	0
cvpA	P08550	162	1
putA	P09546	1320	0
argB	P0A6C8	258	0
tsf	P0A6P1	283	1
folE	P0A6T5	222	1
kefG	P0A756	184	0
rsxA	P0A766	193	0
gpmB	P0A7A2	215	0
rpmF	P0A7N4	57	0
rpmH	P0A7P5	46	0
flhD	P0A8S9	116	0
pldA	P0A921	289	0
cheW	P0A964	167	1
fur	P0A9A9	148	0
dsbE	P0AA86	185	0
tdcC	P0AAD8	443	0
ylaC	P0AAS0	156	0
atpI	P0ABC0	126	0
rpiR	P0ACS7	296	0
nlpD	P0ADA3	379	0
fruL	P0ADF0	28	0
yheV	P0ADW8	66	0
ypdB	P0AE39	244	0
uspA	P0AED0	144	0
envZ	P0AEJ4	450	0
feoA	P0AEL3	75	0
gsk	P0AEW6	434	0
mazG	P0AEY3	263	0
nagA	P0AF18	382	0
nagC	P0AF20	406	0
nuoH	P0AFD4	325	0
btsR	P0AFT5	239	0
rfaH	P0AFW0	162	0
sulA	P0AFZ5	169	0
rpe	P0AG07	225	1
rpsA	P0AG67	557	0
sstT	P0AGE4	414	0
rsmE	P0AGL7	243	0
ychA	P0AGM5	269	0
rplR	P0C018	117	1
insC4	P0CF43	121	0
rcsC	P0DMC5	949	0
ythB	P0DSI0	32	0
spfP	P0DW56	15	0
nfsA	P17117	240	0
ycaD	P21503	382	0
pykA	P21599	480	0
fecR	P23485	317	0
uxuA	P24215	394	0
inaA	P27294	216	0
ybfD	P28916	253	0
hyi	P30147	258	0
yicJ	P31435	460	0
yieK	P31470	240	0
fsaB	P32669	220	0
htrE	P33129	865	0
yebF	P33219	118	0
yehI	P33346	1210	0
feoB	P33650	773	0
xylG	P37388	513	0
mdtF	P37637	1037	0
rtcR	P38035	532	0
ulaE	P39305	284	0
ytfT	P39328	341	0
yjiT	P39391	521	0
ybfI	P39901	65	0
ygjK	P42592	783	0
ygjR	P42599	328	0
agaA	P42906	167	0
yggM	P46142	335	0
srlE	P56580	319	0
caiA	P60584	380	0
lipB	P60720	213	0
sdhE	P64559	88	1
yhbP	P67762	147	1
sfmH	P75715	327	0
cvrA	P76007	578	0
astD	P76217	492	0
yebT	P76272	877	0
flhB	P76299	382	0
yfdP	P76512	120	0
murQ	P76535	298	0
ypeA	P76539	141	0
ygcW	P76633	261	0
yqiI	P76656	354	0
epmC	P76938	182	0
hokE	P77091	50	0
ydhS	P77148	534	0
prpD	P77243	483	0
dtpA	P77304	500	1
hlyE	P77335	303	0
mhpA	P77397	554	0
paaZ	P77455	681	0
ygeN	Q46793	235	0
yghQ	Q46841	355	0
trg	P05704	546	1
yjaA	P09162	127	0
hfq	P0A6X3	102	1
nagB	P0A759	266	0
rpsP	P0A7T3	82	1
argP	P0A8S1	297	0
rbn	P0A8V0	305	0
fadR	P0A8V6	239	0
nanR	P0A8W0	263	1
yceI	P0A8X2	191	0
mipA	P0A908	248	0
ppiC	P0A9L5	93	0
asd	P0A9Q9	367	1
essD	P0A9R2	71	0
ptsH	P0AA04	85	0
zraP	P0AAA9	141	1
pqiC	P0AB10	187	0
hspQ	P0AB20	105	0
efeO	P0AB24	375	0
ychH	P0AB49	92	1
pntB	P0AB67	462	0
csgB	P0ABK7	151	0
dps	P0ABT2	167	0
grxD	P0AC69	115	1
hemG	P0ACB4	181	1
ydhB	P0ACR2	310	0
ydgC	P0ACX0	111	0
yphA	P0AD47	140	0
yhjR	P0ADJ3	62	0
zapG	P0ADW3	132	0
yhcC	P0ADW6	309	0
rpsO	P0ADZ4	89	1
artM	P0AE30	222	0
paeA	P0AE45	447	0
ynaI	P0AEB5	343	0
dnaC	P0AEF0	245	1
gyrA	P0AES4	875	1
secB	P0AG86	155	1
rimK	P0C0U4	300	0
tufA	P0CE47	394	1
insD4	P0CF56	301	0
insL3	P0CF93	370	0
ybeH	P0DP63	75	0
yadW	P0DPM7	21	0
ymdG	P0DPN7	8	0
yoaL	P0DPP2	52	0
ytgA	P0DSH8	16	0
aceK	P11071	578	0
entF	P11454	1293	0
pepP	P15034	441	0
betA	P17444	556	0
pdeL	P21514	362	0
mutL	P23367	615	0
fepG	P23877	330	0
htpX	P23894	293	0
hypD	P24192	373	0
mnmE	P25522	454	1
waaB	P27127	359	0
bax	P27297	274	0
yhhI	P28912	378	0
rluF	P32684	290	0
actP	P32705	549	0
mdtO	P32715	683	0
gcvP	P33195	957	0
yehF	P33345	274	0
dctR	P37195	176	0
mdtK	P37340	457	0
pmrD	P37590	88	0
yhiM	P37630	350	0
yhjB	P37640	200	0
wbbJ	P37750	196	0
ybgD	P37909	188	0
yjiC	P39374	276	0
pdxK	P40191	283	0
gspF	P41441	398	0
pqiB	P43671	546	0
sgcB	P58035	92	1
ydiZ	P64479	96	1
yeaQ	P64485	82	0
yhfL	P64627	55	0
manY	P69801	266	0
ybiO	P75783	741	0
pdeI	P75800	782	0
ydaW	P76066	186	0
ydiY	P76206	252	1
leuE	P76249	212	0
dcyD	P76316	328	0
yegP	P76402	110	1
yfeY	P76537	191	0
yffP	P76547	197	0
paoA	P77165	229	0
rhmD	P77215	401	0
yfdH	P77293	306	0
ybbP	P77504	804	0
nhoA	P77567	281	1
rsxC	P77611	740	0
yqeA	Q46807	310	0
ygfK	Q46811	1032	0
ldrB	Q6BF87	35	0
ypaA	V9HVX0	61	0
yqgD	P46879	83	0
